Sample,Stent Material,Stent_Rod_Area,Calc_Area,Encap_Area,Encap_Ratio_vs_Calc,Encap_Ratio_vs_Stent,Calc_Dist_Mean,Calc_Dist_Max,Calc_Dist_Min
MOSAIC ELEMENT,MP35N,49996,2476827,1662,0.0006710198168864152,0.033242659412088114,387.8089599609375,1196.569091796875,0.0
